term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,tfidf,dfidf
1a,2,2,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,1a,1a,1a,1.0355914773501187,22.942334267448782
1b,4,2,4.775520680989249e-06,17.675910528756244,CD,1,{'CD'},0,1b,1b,1b,0.5651388101018475,41.884668534897564
1esitates,1,9,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,1esit,1esit,1esitates,6.2355835668621955,12.471167133724391
1i,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,1i,1i,1i,0.1889570777837029,12.471167133724391
1ining,1,6,1.1938801702473122e-06,19.675910528756244,VBG,1,{'VBG'},0,1ine,1ine,1ining,1.3856852370804877,12.471167133724391
1m,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,1m,1m,1m,0.5938651016059233,12.471167133724391
1obn,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,1obn,1obn,1obn,1.3856852370804877,12.471167133724391
1os,1,3,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,1o,1os,1os,1.1337424667022173,12.471167133724391
1s,2,2,2.3877603404946244e-06,18.675910528756244,VBZ,2,"{'NNP', 'VBZ'}",0,1s,1s,1s,0.7508400305710511,22.942334267448782
1st,3,3,3.581640510741937e-06,18.090948028035086,CD,1,{'CD'},0,1st,1st,1st,0.6680982393066638,12.471167133724391
1t,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,1t,1t,1t,0.6563772175644416,12.471167133724391
1w,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,1w,1w,1w,0.542224657988017,12.471167133724391
1where,1,6,1.1938801702473122e-06,19.675910528756244,EX,1,{'EX'},0,1where,1where,1where,1.1337424667022173,12.471167133724391
2,119,1,0.0001420717402594,12.7810927654483,NNP,5,"{'NN', 'VBD', 'NNP', 'VBZ', 'CD'}",0,2,2,2,0.6946738095647379,458.5380079636393
20,22,2,2.626536374544087e-05,15.216478910118946,CD,2,"{'CD', 'NN'}",0,20,20,20,0.8170032763533948,169.65584392985826
200,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,200,200,200,0.14846627540148083,12.471167133724391
2000,3,4,3.581640510741937e-06,18.090948028035086,CD,1,{'CD'},0,2000,2000,2000,6.5003280424438215,22.942334267448782
2001,1,4,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,2001,2001,2001,0.4453988262044425,12.471167133724391
2003,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,2003,2003,2003,0.9593205487480301,12.471167133724391
2049,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,2049,2049,2049,0.27713704741609757,12.471167133724391
206,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,206,206,206,0.6928426185402439,12.471167133724391
20743,1,5,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,20743,20743,20743,0.12725680748698356,12.471167133724391
20a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,20a,20a,20a,0.7335980666896701,12.471167133724391
20b,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,20b,20b,20b,0.6928426185402439,12.471167133724391
20mm,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,20mm,20mm,20mm,0.3370585711817403,12.471167133724391
20s,12,3,1.4326562042967747e-05,16.090948028035086,CD,3,"{'CD', 'NNP', 'POS'}",0,20,20s,20s,1.0049664971233367,99.12909066595805
20th,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,20th,20th,20th,12.471167133724391,12.471167133724391
21,17,2,2.029596289420431e-05,15.588447687505903,CD,2,"{'CD', 'NNP'}",0,21,21,21,0.5996097036951208,135.53867413959026
2124,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,2124,2124,2124,0.4453988262044425,12.471167133724391
212555,1,6,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,212555,212555,212555,1.5588958917155489,12.471167133724391
2134,2,4,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,2134,2134,2134,0.32952886952469135,22.942334267448782
214,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,214,214,214,1.3856852370804877,12.471167133724391
215,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,215,215,215,0.4453988262044425,12.471167133724391
217,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,217,217,217,2.581012605087988,22.942334267448782
2183,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,2183,2183,2183,0.890797652408885,12.471167133724391
2198,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,2198,2198,2198,0.890797652408885,12.471167133724391
21st,2,4,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,21st,21st,21st,2.0074542484017686,22.942334267448782
22,34,2,4.059192578840862e-05,14.588447687505903,CD,4,"{'CD', 'NN', 'NNP', 'JJ'}",0,22,22,22,0.9289612325348151,239.07734827918054
22350,1,5,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,22350,22350,22350,1.039263927810366,12.471167133724391
224,1,3,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,224,224,224,0.11655296386658308,12.471167133724391
225,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,225,225,225,3.1177917834310978,12.471167133724391
22nd,2,4,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,22nd,22nd,22nd,2.4332778768506285,22.942334267448782
23,16,2,1.9102082723956995e-05,15.675910528756242,CD,1,{'CD'},0,23,23,23,0.7043264437784057,128.4641480717381
2304,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,2304,2304,2304,1.1337424667022173,12.471167133724391
237,12,3,1.4326562042967747e-05,16.090948028035086,CD,1,{'CD'},0,237,237,237,3.334340918405068,59.31722779801941
238,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,238,238,238,0.46189507902682925,12.471167133724391
24,20,2,2.3877603404946247e-05,15.35398243386888,CD,1,{'CD'},0,24,24,24,0.5503943421901002,149.42235838107743
2455,2,4,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,2455,2455,2455,1.3383028322678456,22.942334267448782
24a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,24a,24a,24a,0.46189507902682925,12.471167133724391
24th,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,24th,24th,24th,6.2355835668621955,12.471167133724391
25,22,2,2.626536374544087e-05,15.216478910118946,CD,1,{'CD'},0,25,25,25,0.8896192260551659,169.65584392985826
250,1,3,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,250,250,250,0.35631906096355404,12.471167133724391
2500,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,2500,2500,2500,0.890797652408885,12.471167133724391
2590,2,4,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,2590,2590,2590,2.078527855620732,12.471167133724391
25th,4,4,4.775520680989249e-06,17.675910528756244,CD,1,{'CD'},0,25th,25th,25th,1.704131121762989,41.884668534897564
26,17,2,2.029596289420431e-05,15.588447687505903,CD,1,{'CD'},0,26,26,26,0.621025037537082,135.53867413959026
27,16,2,1.9102082723956995e-05,15.675910528756242,CD,2,"{'CD', 'NN'}",0,27,27,27,0.6221760425557502,128.4641480717381
28,19,2,2.268372323469893e-05,15.427983015312655,CD,1,{'CD'},0,28,28,28,0.6280846147662388,149.42235838107743
29,24,2,2.865312408593549e-05,15.090948028035086,CD,2,"{'CD', 'NNP'}",0,29,29,29,0.7891207248999864,182.79491908634972
292,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,292,292,292,1.039263927810366,12.471167133724391
29a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,29a,29a,29a,0.519631963905183,12.471167133724391
29th,3,4,3.581640510741937e-06,18.090948028035086,CD,1,{'CD'},0,29th,29th,29th,1.7508623519895123,22.942334267448782
2l,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,2l,2l,2l,2.078527855620732,12.471167133724391
2nd,12,3,1.4326562042967747e-05,16.090948028035086,CD,2,"{'CD', 'NNP'}",0,2nd,2nd,2nd,1.201183602124667,67.6466854816675
2s,2,2,2.3877603404946244e-06,18.675910528756244,NNP,2,"{'CD', 'NNP'}",0,2s,2s,2s,0.4189255451628671,22.942334267448782
2v0,1,3,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,2v0,2v0,2v0,0.6928426185402439,12.471167133724391
3,65,1,7.76022110660753e-05,13.653542715727788,CD,6,"{'NN', 'CC', 'VBD', 'NNP', 'VBZ', 'CD'}",0,3,3,3,0.6142256799793852,330.53782238415533
30,26,2,3.104088442643012e-05,14.975470810615152,CD,3,"{'CD', 'NNP', 'JJ'}",0,30,30,30,0.7930946278996381,189.26891119207767
300,2,3,2.3877603404946244e-06,18.675910528756244,NNP,2,"{'CD', 'NNP'}",0,300,300,300,0.7598422674048209,22.942334267448782
30a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,30a,30a,30a,0.3041748081396193,12.471167133724391
30ish,1,5,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,30ish,30ish,30ish,2.4942334267448785,12.471167133724391
30mm,2,4,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,30mm,30mm,30mm,0.5673910625283032,22.942334267448782
30s,13,3,1.552044221321506e-05,15.975470810615152,CD,2,"{'CD', 'NNP'}",0,30,30s,30s,0.6970436582300801,106.63445559603882
30th,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,30th,30th,30th,0.23530504025895077,12.471167133724391
31,18,2,2.148984306445162e-05,15.50598552731393,CD,2,"{'CD', 'VBD'}",0,31,31,31,0.9234057673705716,142.52297297205888
312,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,312,312,312,0.519631963905183,12.471167133724391
31410,1,5,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,31410,31410,31410,0.9593205487480301,12.471167133724391
32,17,2,2.029596289420431e-05,15.588447687505903,CD,3,"{'CD', 'NN', 'POS'}",0,32,32,32,0.763564955783707,135.53867413959026
32000,1,5,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,32000,32000,32000,2.4942334267448785,12.471167133724391
323,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,323,323,323,6.2355835668621955,12.471167133724391
325,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,325,325,325,0.2445326888965567,12.471167133724391
3287,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3287,3287,3287,3.1177917834310978,12.471167133724391
32a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,32a,32a,32a,0.18339951667241752,12.471167133724391
33,17,2,2.029596289420431e-05,15.588447687505903,CD,2,"{'CD', 'NNP'}",0,33,33,33,0.7087160711286298,135.53867413959026
3317,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3317,3317,3317,0.5938651016059233,12.471167133724391
333am,1,5,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,333am,333am,333am,6.2355835668621955,12.471167133724391
34,20,2,2.3877603404946247e-05,15.35398243386888,CD,1,{'CD'},0,34,34,34,0.6302577198103102,149.42235838107743
35,18,2,2.148984306445162e-05,15.50598552731393,CD,1,{'CD'},0,35,35,35,0.718151157592996,142.52297297205888
350,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,350,350,350,0.6958612415678399,22.942334267448782
357,7,3,8.357161191731187e-06,16.86855560669864,NN,2,"{'NN', 'NNP'}",0,357,357,357,1.3457064449172054,67.6466854816675
35a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,35a,35a,35a,0.3370585711817403,12.471167133724391
35mm,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,35mm,35mm,35mm,0.6563772175644416,12.471167133724391
36,19,2,2.268372323469893e-05,15.427983015312655,CD,2,"{'CD', 'NNP'}",0,36,36,36,1.3116856768854097,142.52297297205888
360,6,3,7.163281021483874e-06,17.090948028035086,CD,1,{'CD'},0,360,360,360,0.743937703961339,59.31722779801941
3680,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3680,3680,3680,0.7794479458577744,12.471167133724391
36a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,36a,36a,36a,0.3370585711817403,12.471167133724391
37,16,2,1.9102082723956995e-05,15.675910528756242,CD,3,"{'CD', 'NN', 'NNP'}",0,37,37,37,1.3994500417074593,128.4641480717381
38,22,2,2.626536374544087e-05,15.216478910118946,CD,2,"{'CD', 'NN'}",0,38,38,38,0.8218984503321515,162.9847807767406
386,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,386,386,386,0.40229571399110936,12.471167133724391
3860,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3860,3860,3860,1.2471167133724392,12.471167133724391
38a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,38a,38a,38a,0.43004024599049623,12.471167133724391
39,20,2,2.3877603404946247e-05,15.35398243386888,CD,1,{'CD'},0,39,39,39,0.5605203161340913,149.42235838107743
3a,1,2,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,3a,3a,3a,0.3897239729288872,12.471167133724391
3acobi,1,6,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3acobi,3acobi,3acobi,0.12226634444827834,12.471167133724391
3am,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3am,3am,3am,6.2355835668621955,12.471167133724391
3cpo,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3cpo,3cpo,3cpo,1.78159530481777,12.471167133724391
3er,1,3,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,3er,3er,3er,0.5938651016059233,12.471167133724391
3ild,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3ild,3ild,3ild,0.519631963905183,12.471167133724391
3rd,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,3rd,3rd,3rd,0.3178126487505128,22.942334267448782
3s,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3s,3s,3s,3.1177917834310978,12.471167133724391
3t,1,2,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,3t,3t,3t,0.6563772175644416,12.471167133724391
4,55,1,6.566340936360218e-05,13.894550815231582,CD,3,"{'CD', 'NNP', 'JJ'}",0,4,4,4,0.7397198589568544,319.58983817269944
40,26,2,3.104088442643012e-05,14.975470810615152,CD,3,"{'CD', 'NN', 'NNP'}",0,40,40,40,0.8565556750440646,195.68277359874168
400,18,3,2.148984306445162e-05,15.50598552731393,CD,2,"{'CD', 'NN'}",0,400,400,400,1.250246327422831,135.53867413959026
403,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,403,403,403,0.47966027437401504,12.471167133724391
40s,16,3,1.9102082723956995e-05,15.675910528756242,CD,3,"{'CD', 'NN', 'NNP'}",0,40,40s,40s,1.0137744141372151,128.4641480717381
41,17,2,2.029596289420431e-05,15.588447687505903,CD,1,{'CD'},0,41,41,41,0.5079207544840626,135.53867413959026
415,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,415,415,415,0.3779141555674058,12.471167133724391
4159,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,4159,4159,4159,0.26534398156860406,12.471167133724391
41a,6,3,7.163281021483874e-06,17.090948028035086,CD,1,{'CD'},0,41a,41a,41a,0.6494384721296725,59.31722779801941
41as,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,41a,41as,41as,0.8314111422482927,12.471167133724391
42,16,2,1.9102082723956995e-05,15.675910528756242,CD,2,"{'CD', 'NNP'}",0,42,42,42,0.769181840531668,128.4641480717381
425,4,3,4.775520680989249e-06,17.675910528756244,CD,1,{'CD'},0,425,425,425,0.4927312241916737,32.65861389900971
426,3,3,3.581640510741937e-06,18.090948028035086,CD,1,{'CD'},0,426,426,426,1.0147570925986962,22.942334267448782
42a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,42a,42a,42a,0.41570557112414636,12.471167133724391
42aa,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,42aa,42aa,42aa,0.41570557112414636,12.471167133724391
43,16,2,1.9102082723956995e-05,15.675910528756242,CD,1,{'CD'},0,43,43,43,0.8110796537725072,121.29337096333502
430,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,430,430,430,0.7335980666896701,12.471167133724391
43082,27,5,3.223476459667743e-05,14.921023026592774,CD,1,{'CD'},0,43082,43082,43082,0.43297394929639815,121.29337096333502
44,25,2,2.984700425618281e-05,15.03205433898152,CD,4,"{'CD', 'NN', 'NNP', 'JJ'}",0,44,44,44,0.7156829303862151,162.9847807767406
44a,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,44a,44a,44a,1.6628222844965854,12.471167133724391
44b,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,44b,44b,44b,1.039263927810366,12.471167133724391
45,25,2,2.984700425618281e-05,15.03205433898152,CD,2,"{'CD', 'VB'}",0,45,45,45,0.5581278195728763,189.26891119207767
454,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,454,454,454,12.471167133724391,12.471167133724391
45a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,45a,45a,45a,0.890797652408885,12.471167133724391
45s,1,3,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,45,45s,45s,1.3856852370804877,12.471167133724391
46,15,2,1.7908202553709684e-05,15.769019933147725,CD,2,"{'CD', 'NN'}",0,46,46,46,1.2555765006821393,121.29337096333502
4636,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,4636,4636,4636,0.7335980666896701,12.471167133724391
46a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,46a,46a,46a,0.16852928559087016,12.471167133724391
47,15,2,1.7908202553709684e-05,15.769019933147725,CD,1,{'CD'},0,47,47,47,0.6411337321954915,121.29337096333502
470,1,3,1.1938801702473122e-06,19.675910528756244,VBD,1,{'VBD'},0,470,470,470,0.3117791783431098,12.471167133724391
47a,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,47a,47a,47a,0.6083496162792386,12.471167133724391
47b,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,47b,47b,47b,0.6083496162792386,12.471167133724391
47c,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,47c,47c,47c,0.6083496162792386,12.471167133724391
48,18,2,2.148984306445162e-05,15.50598552731393,CD,1,{'CD'},0,48,48,48,0.5655419868438127,142.52297297205888
49,14,2,1.6714322383462373e-05,15.86855560669864,CD,1,{'CD'},0,49,49,49,0.8341339928072322,114.0194564025829
49a,3,3,3.581640510741937e-06,18.090948028035086,CD,1,{'CD'},0,49a,49a,49a,0.47756330792208357,22.942334267448782
49b,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,49b,49b,49b,0.36679903334483505,12.471167133724391
49c,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,49c,49c,49c,0.36679903334483505,12.471167133724391
49cc,2,4,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,49cc,49cc,49cc,0.36679903334483505,12.471167133724391
4a,3,2,3.581640510741937e-06,18.090948028035086,CD,1,{'CD'},0,4a,4a,4a,1.626673973964051,12.471167133724391
4b,2,2,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,4b,4b,4b,1.084449315976034,12.471167133724391
4bb,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,4bb,4bb,4bb,1.084449315976034,12.471167133724391
4th,2,3,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,4th,4th,4th,1.2443299941667136,22.942334267448782
4x4s,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,4x4,4x4s,4x4s,2.078527855620732,12.471167133724391
4youre,1,6,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,4your,4your,4youre,0.519631963905183,12.471167133724391
5,37,1,4.417356629915056e-05,14.466457163127291,CD,4,"{'CD', 'NN', 'NNP', 'VBP'}",0,5,5,5,0.5774430368545237,245.08350947407598
50,19,2,2.268372323469893e-05,15.427983015312655,CD,2,"{'CD', 'NN'}",0,50,50,50,0.6739773737472483,142.52297297205888
500,2,3,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,500,500,500,0.6389774795973799,22.942334267448782
5000,2,4,2.3877603404946244e-06,18.675910528756244,CD,1,{'CD'},0,5000,5000,5000,1.3971293303895091,22.942334267448782
50000000,1,8,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,50000000,50000000,50000000,0.7335980666896701,12.471167133724391
500mm,1,5,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,500mm,500mm,500mm,4.157055711241464,12.471167133724391
501s,3,4,3.581640510741937e-06,18.090948028035086,CD,1,{'CD'},0,501,501s,501s,0.6833331912491207,32.65861389900971
5050,1,4,1.1938801702473122e-06,19.675910528756244,VBP,1,{'VBP'},0,5050,5050,5050,1.78159530481777,12.471167133724391
509,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,509,509,509,0.29002714264475327,12.471167133724391
50s,9,3,1.074492153222581e-05,16.505985527313932,CD,2,"{'CD', 'NNP'}",0,50,50s,50s,0.6638017758322059,83.71117919053872
51,14,2,1.6714322383462373e-05,15.86855560669864,CD,2,"{'CD', 'NN'}",0,51,51,51,0.7854374663396724,114.0194564025829
516,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,516,516,516,2.4942334267448785,12.471167133724391
51a,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,51a,51a,51a,0.2598159819525915,12.471167133724391
51aa,1,4,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,51aa,51aa,51aa,0.2598159819525915,12.471167133724391
52,14,2,1.6714322383462373e-05,15.86855560669864,CD,2,"{'CD', 'NNP'}",0,52,52,52,0.5651790947721465,114.0194564025829
525,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,525,525,525,0.6235583566862196,12.471167133724391
527,1,3,1.1938801702473122e-06,19.675910528756244,CD,1,{'CD'},0,527,527,527,0.4453988262044425,12.471167133724391
